Paralogue_Pair1,RCC_scA,RCC_scB,Duplication type1,9_Supercluster_Class,36_RCC_Class,scA_RCC-u?,scB_RCC-u?,Morphological Differentiation2,Ka,Ks,Ka/Ks,scA_Orthogroup3,scB_paralogue3,scA_Orthogroup_rank3,scB_Orthogroup_rank3,Pair_Orthogroup_rank,scA_subgenome4,scB_subgenome4
AT1G07990/AT2G28360,AT1G07990,AT2G28360,alpha,2,2,yes,yes,NA,0.151739291,0.698960361,0.217092842,NA,NA,NA,NA,NA,A,B
AT1G08000/AT2G28340,AT1G08000,AT2G28340,alpha,1,1,no,no,NA,0.351156204,0.672686485,0.522020603,NA,NA,NA,NA,NA,?,?
AT1G08060/AT2G28240,AT1G08060,AT2G28240,alpha,2,2,yes,no,NA,NA,NA,NA,ORTHO001674,NA,7954,NA,7954,A,B
AT1G08150/AT2G28180,AT1G08150,AT2G28180,alpha,0,0,no,no,NA,0.529887364,2.482030836,0.213489436,NA,NA,NA,NA,NA,?,?
AT1G08200/AT2G27860,AT1G08200,AT2G27860,alpha,2,2,yes,yes,NA,0.024327986,0.629299251,0.038658851,ORTHO002010,ORTHO002010,579,579,579,?,?
AT1G08340/AT2G27440,AT1G08340,AT2G27440,alpha,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G08360/AT2G27530,AT1G08360,AT2G27530,alpha,2,2,yes,yes,NA,0.031637967,0.716146828,0.044178045,ORTHO001547,ORTHO001547,4005,4005,4005,?,?
AT1G08420/AT2G27210,AT1G08420,AT2G27210,alpha,2,2,yes,yes,NA,0.051524863,0.534377235,0.096420393,ORTHO000604_1,ORTHO000604_1,710,710,710,?,?
AT1G08440/AT2G27240,AT1G08440,AT2G27240,alpha,3,3,no,no,NA,0.165520686,0.759820522,0.217841821,ORTHO000624,ORTHO000624,6871,6871,6871,?,?
AT1G08730/AT1G54560,AT1G08730,AT1G54560,alpha,2,2,no,no,NA,0.050444079,0.627982928,0.080327151,NA,NA,NA,NA,NA,?,?
AT1G08880/AT1G54690,AT1G08880,AT1G54690,alpha,3,3,yes,no,NA,0.012766266,0.59134302,0.021588596,ORTHO002112,ORTHO002112,4081,4081,4081,?,?
AT1G08930/AT1G54730,AT1G08930,AT1G54730,alpha,3,3,yes,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G08990/AT1G54940,AT1G08990,AT1G54940,alpha,3,3,no,no,NA,0.187016385,0.994396966,0.188070148,NA,NA,NA,NA,NA,?,?
AT1G09000/AT1G54960,AT1G09000,AT1G54960,alpha,2,2,no,no,NA,0.138345017,0.667172312,0.20736025,ORTHO001520,ORTHO001520,637,637,637,?,?
AT1G09050/AT1G55050,AT1G09050,AT1G55050,alpha,3,3,no,no,NA,0.389714079,0.795572122,0.489853866,ORTHO000774,ORTHO000774,2095,2095,2095,?,?
AT1G09210/AT1G56340,AT1G09210,AT1G56340,alpha,2,2,yes,yes,NA,0.078188521,0.922596356,0.084748352,ORTHO002439,ORTHO002439,2311,2311,2311,A,B
AT1G09240/AT1G56430,AT1G09240,AT1G56430,alpha,1,1,no,no,NA,0.130908854,0.882611168,0.148319961,ORTHO001196,ORTHO001196,2679,2679,2679,?,?
AT1G09390/AT1G56670,AT1G09390,AT1G56670,alpha,3,3,no,no,NA,0.164928138,0.830126234,0.198678383,ORTHO002300,ORTHO002300,2841,2841,2841,?,?
AT1G09410/AT1G56690,AT1G09410,AT1G56690,alpha,2,2,no,no,NA,0.172632885,0.831757781,0.207551873,NA,NA,NA,NA,NA,?,?
AT1G09575/AT1G57610,AT1G09575,AT1G57610,alpha,2,2,no,yes,NA,0.13919745,0.962871724,0.144564896,ORTHO002341,ORTHO002341,2671,2671,2671,?,?
AT1G09580/AT1G57620,AT1G09580,AT1G57620,alpha,2,2,yes,yes,NA,0.150578253,0.88937596,0.169307761,ORTHO002129,ORTHO002129,4698,4698,4698,A,B
AT1G09590/AT1G57660,AT1G09590,AT1G57660,alpha,2,2,yes,yes,NA,0.014752375,0.72097513,0.020461698,ORTHO001711,ORTHO001711,1854,1854,1854,?,B
AT1G09640/AT1G57720,AT1G09640,AT1G57720,alpha,2,2,yes,yes,NA,0.053615054,0.524936419,0.102136282,ORTHO001562,ORTHO001562,1482,1482,1482,?,?
AT1G09665/AT1G57830,AT1G09665,AT1G57830,alpha,0,0,no,no,NA,0.28360967,1.597479263,0.177535744,NA,NA,NA,NA,NA,?,?
AT1G09690/AT1G57860,AT1G09690,AT1G57860,alpha,2,2,yes,yes,NA,0.014745783,0.636919876,0.023151708,ORTHO001711,ORTHO001711,1854,1854,1854,A,?
AT1G09840/AT1G57870,AT1G09840,AT1G57870,alpha,2,2,yes,yes,NA,0.052466737,0.556930339,0.094207001,NA,NA,NA,NA,NA,?,?
AT1G09940/AT1G58290,AT1G09940,AT1G58290,alpha,2,3,yes,yes,NA,0.097166159,0.801477081,0.121233858,ORTHO001237,ORTHO001237,1768,1768,1768,A,B
AT1G09950/AT1G58330,AT1G09950,AT1G58330,alpha,1,1,yes,no,NA,0.309241847,1.13466602,0.272539973,NA,NA,NA,NA,NA,?,?
AT1G09980/AT1G58350,AT1G09980,AT1G58350,alpha,3,3,yes,no,NA,0.098046661,0.604392685,0.162223441,ORTHO001654,ORTHO001654,2818,2818,2818,A,B
AT1G10050/AT1G58370,AT1G10050,AT1G58370,alpha,3,4,no,no,NA,0.300250144,1.344357429,0.223341009,ORTHO000901,ORTHO000901,4134,4134,4134,?,?
AT1G10140/AT1G58420,AT1G10140,AT1G58420,alpha,3,3,yes,no,NA,0.179892693,0.719383988,0.250064912,NA,NA,NA,NA,NA,A,B
AT1G10150/AT1G59510,AT1G10150,AT1G59510,alpha,3,3,yes,no,NA,0.189752152,0.788898014,0.240528115,ORTHO001661,ORTHO001661,33,33,33,?,?
AT1G10290/AT1G59610,AT1G10290,AT1G59610,alpha,2,2,yes,yes,NA,0.04020211,0.623482597,0.064479923,ORTHO001199,ORTHO001199,465,465,465,?,?
AT1G10350/AT1G59725,AT1G10350,AT1G59725,alpha,3,3,yes,no,NA,0.132413802,0.981223048,0.134947709,NA,NA,NA,NA,NA,?,?
AT1G10360/AT1G59670,AT1G10360,AT1G59670,alpha,3,3,no,no,NA,0.415364003,1.860042147,0.22330892,ORTHO001423,NA,8482,NA,8482,?,?
AT1G10390/AT1G59660,AT1G10390,AT1G59660,alpha,2,2,yes,no,NA,0.244196037,0.771527854,0.316509683,ORTHO003370,ORTHO003370,5821,5821,5821,A,B
AT1G10410/AT1G59650,AT1G10410,AT1G59650,alpha,2,2,yes,yes,NA,0.131016823,0.635224184,0.206252889,ORTHO001741,ORTHO001741,590,590,590,A,B
AT1G10430/AT1G59830,AT1G10430,AT1G59830,alpha,2,2,yes,yes,NA,0.016757799,0.711356244,0.023557534,NA,NA,NA,NA,NA,A,B
AT1G10450/AT1G59890,AT1G10450,AT1G59890,alpha,2,2,no,no,NA,0.229930318,0.594803733,0.386565022,ORTHO000665,ORTHO000665,708,708,708,A,B
AT1G10470/AT1G59940,AT1G10470,AT1G59940,alpha,2,3,yes,yes,NA,0.166341564,0.559035387,0.297551046,NA,NA,NA,NA,NA,A,B
AT1G10570/AT1G60220,AT1G10570,AT1G60220,alpha,2,2,no,yes,NA,0.295765543,0.734137607,0.402874802,ORTHO003111,ORTHO003111,3907,3907,3907,?,?
AT1G10640/AT1G60590,AT1G10640,AT1G60590,alpha,1,1,no,no,NA,0.133891416,1.06512323,0.125705094,ORTHO000985,ORTHO000985,676,676,676,A,B
AT1G10650/AT1G60610,AT1G10650,AT1G60610,alpha,3,3,yes,no,NA,0.172263584,1.039720771,0.165682546,ORTHO005834,ORTHO005834,2814,2814,2814,A,B
AT1G10670/AT1G60810,AT1G10670,AT1G60810,alpha,3,3,yes,yes,NA,0.027299602,0.4988483,0.054725258,NA,NA,NA,NA,NA,?,?
AT1G10770/AT1G60760,AT1G10770,AT1G60760,alpha,3,2,no,no,NA,0.280994232,1.752663519,0.160324117,NA,NA,NA,NA,NA,A,B
AT1G10820/AT1G60670,AT1G10820,AT1G60670,alpha,2,2,no,no,NA,0.161084425,0.668229693,0.24106146,NA,ORTHO003466,NA,179,179,?,?
AT1G10850/AT1G60630,AT1G10850,AT1G60630,alpha,3,3,no,no,NA,0.134993833,0.788664603,0.171167608,ORTHO006237,ORTHO006237,1777,1777,1777,?,?
AT1G10870/AT1G60860,AT1G10870,AT1G60860,alpha,2,2,yes,no,NA,0.115840752,0.702111145,0.164989195,NA,NA,NA,NA,NA,?,?
AT1G10900/AT1G60890,AT1G10900,AT1G60890,alpha,2,3,no,no,NA,0.117402399,0.614351849,0.191099611,NA,NA,NA,NA,NA,A,B
AT1G10930/AT1G60930,AT1G10930,AT1G60930,alpha,2,2,no,no,NA,0.7849817,0.915812788,0.857142104,ORTHO006635,ORTHO006635,5194,5194,5194,A,B
AT1G10940/AT1G60940,AT1G10940,AT1G60940,alpha,2,2,yes,yes,NA,0.040269857,0.700072345,0.057522422,NA,NA,NA,NA,NA,A,B
AT1G10960/AT1G60950,AT1G10960,AT1G60950,alpha,2,2,yes,yes,NA,0.085603501,1.115410193,0.076746207,ORTHO002543,ORTHO002543,2059,2059,2059,?,?
AT1G11060/AT1G61030,AT1G11060,AT1G61030,alpha,2,2,no,no,NA,0.192584602,0.659712864,0.291921854,ORTHO004433,ORTHO004433,279,279,279,?,?
AT1G11080/AT1G61130,AT1G11080,AT1G61130,alpha,2,2,no,no,NA,0.178835507,0.907106161,0.197149479,NA,NA,NA,NA,NA,?,?
AT1G11100/AT1G61140,AT1G11100,AT1G61140,alpha,2,2,no,yes,NA,0.249580874,0.57046131,0.437507101,ORTHO000837_2,ORTHO000837_2,2320,2320,2320,?,?
AT1G11120/AT1G61170,AT1G11120,AT1G61170,alpha,2,2,no,no,NA,1.630316978,1.529468349,1.065937049,ORTHO003047,NA,3586,NA,3586,?,?
AT1G11160/AT1G61210,AT1G11160,AT1G61210,alpha,3,2,no,no,NA,0.186840204,0.448099393,0.416961519,ORTHO000936,ORTHO000936,2480,2480,2480,A,B
AT1G11210/AT1G61260,AT1G11210,AT1G61260,alpha,3,3,yes,no,NA,0.442134218,0.818488733,0.540183634,NA,ORTHO003471,NA,2251,2251,?,?
AT1G11280/AT1G61380,AT1G11280,AT1G61380,alpha,2,3,no,no,NA,0.211102095,0.739362596,0.285519036,NA,NA,NA,NA,NA,?,?
AT1G11310/AT1G61560,AT1G11310,AT1G61560,alpha,3,3,yes,no,NA,0.154614691,0.928490518,0.166522639,NA,NA,NA,NA,NA,?,?
AT1G11390/AT1G61640,AT1G11390,AT1G61640,alpha,2,3,yes,no,NA,0.179218647,0.698712253,0.256498503,ORTHO001443,ORTHO001443,1248,1248,1248,?,?
AT1G11475/AT1G61700,AT1G11475,AT1G61700,alpha,3,3,no,no,NA,0.090480748,0.690430045,0.131049841,ORTHO003055,ORTHO003055,4018,4018,4018,?,?
AT1G11630/AT1G61870,AT1G11630,AT1G61870,alpha,2,2,no,no,NA,0.179600541,0.907812691,0.197838765,ORTHO005569,ORTHO005569,2963,2963,2963,?,?
AT1G11700/AT1G61930,AT1G11700,AT1G61930,alpha,2,2,no,no,NA,0.160315583,0.63700313,0.251671578,ORTHO003050,ORTHO003050,3119,3119,3119,?,?
AT1G11740/AT1G62050,AT1G11740,AT1G62050,alpha,3,3,yes,no,NA,0.224916584,1.071706264,0.209867751,ORTHO005667,ORTHO005667,2272,2272,2272,?,?
AT1G11910/AT1G62290,AT1G11910,AT1G62290,alpha,3,3,yes,no,NA,0.101740412,0.626638754,0.162358953,ORTHO000275_1,ORTHO000275_1,2266,2266,2266,?,?
AT1G11950/AT1G62310,AT1G11950,AT1G62310,alpha,2,2,no,no,NA,0.299769678,0.964180464,0.310906193,ORTHO000301_2,ORTHO000301_2,7054,7054,7054,?,?
AT1G11960/AT1G62320,AT1G11960,AT1G62320,alpha,4,4,no,no,NA,0.107107649,0.861624034,0.124309031,ORTHO000256_2,ORTHO000256_2,464,464,464,?,?
AT1G12020/AT1G62420,AT1G12020,AT1G62420,alpha,3,3,no,no,NA,1.738427556,1.325335254,1.311688911,NA,NA,NA,NA,NA,?,?
AT1G12040/AT1G62440,AT1G12040,AT1G62440,alpha,3,3,no,no,NA,0.210099096,0.882472168,0.238080139,NA,NA,NA,NA,NA,?,?
AT1G12070/AT1G62450,AT1G12070,AT1G62450,alpha,2,2,no,no,NA,0.137890006,1.413212129,0.097572051,NA,NA,NA,NA,NA,?,?
AT1G12090/AT1G62510,AT1G12090,AT1G62510,alpha,3,3,yes,no,NA,0.148504648,0.67810377,0.218999885,NA,ORTHO000267,NA,9155,9155,?,?
AT1G12120/AT1G62530,AT1G12120,AT1G62530,alpha,3,3,yes,no,NA,0.363413991,0.550727609,0.65987974,NA,NA,NA,NA,NA,?,?
AT1G12130/AT1G62540,AT1G12130,AT1G62540,alpha,1,1,no,no,NA,0.250752224,1.156828698,0.216758302,ORTHO000752,ORTHO000752,8911,8911,8911,?,?
AT1G12220/AT1G62630,AT1G12220,AT1G62630,alpha,1,1,no,no,NA,0.356698624,1.089858941,0.327288799,NA,NA,NA,NA,NA,?,?
AT1G12260/AT1G62700,AT1G12260,AT1G62700,alpha,2,2,no,no,NA,0.128939773,0.764141396,0.168738107,ORTHO001195,ORTHO001195,140,140,140,?,?
AT1G12300/AT1G62860,AT1G12300,AT1G62860,alpha,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G12310/AT1G62820,AT1G12310,AT1G62820,alpha,3,3,yes,yes,NA,0.028033753,1.535295099,0.018259521,ORTHO004859,NA,1679,NA,1679,?,?
AT1G12380/AT1G62870,AT1G12380,AT1G62870,alpha,2,2,no,no,NA,0.111148587,0.794836022,0.139838386,ORTHO001108,ORTHO001108,1205,1205,1205,?,?
AT1G12390/AT1G62880,AT1G12390,AT1G62880,alpha,3,3,yes,yes,NA,0.094560139,0.73779901,0.128165175,ORTHO004884,NA,3074,NA,3074,?,?
AT1G12460/AT1G62950,AT1G12460,AT1G62950,alpha,2,2,no,no,NA,0.125624904,0.715830478,0.175495328,ORTHO004696,ORTHO004696,832,832,832,?,?
AT1G12560/AT1G62980,AT1G12560,AT1G62980,alpha,2,2,yes,yes,NA,0.230777289,1.108678822,0.208155224,ORTHO004740,NA,2053,NA,2053,?,?
AT1G12610/AT1G63030,AT1G12610,AT1G63030,alpha,3,3,yes,no,NA,0.155396666,0.740445108,0.209869259,NA,NA,NA,NA,NA,?,?
AT1G12630/AT1G63040,AT1G12630,AT1G63040,alpha,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G12640/AT1G63050,AT1G12640,AT1G63050,alpha,3,3,yes,no,NA,0.077069715,0.631057574,0.122127866,ORTHO003110,ORTHO003110,895,895,895,?,?
AT1G12750/AT1G63120,AT1G12750,AT1G63120,alpha,4,4,no,no,NA,0.176135013,0.942691913,0.186842605,NA,ORTHO001414,NA,598,598,?,?
AT1G12760/AT1G63170,AT1G12760,AT1G63170,alpha,2,2,yes,yes,NA,0.133060375,0.797506983,0.166845404,ORTHO000862,ORTHO000862,1105,1105,1105,?,?
AT1G12850/AT3G26780,AT1G12850,AT3G26780,alpha,2,2,yes,yes,NA,0.152870822,1.163708773,0.131365188,ORTHO005579,ORTHO005579,4196,4196,4196,?,?
AT1G12900/AT3G26650,AT1G12900,AT3G26650,alpha,2,2,no,no,NA,0.054263612,0.582174797,0.093208452,ORTHO000995_1,ORTHO000995_1,1135,1135,1135,?,?
AT1G12910/AT3G26640,AT1G12910,AT3G26640,alpha,2,2,yes,no,NA,0.047902896,0.721146254,0.066426049,ORTHO005570,ORTHO005570,2479,2479,2479,?,?
AT1G12920/AT3G26618,AT1G12920,AT3G26618,alpha,2,2,yes,yes,NA,0.0297443,0.702985212,0.042311416,ORTHO000776,ORTHO000776,2988,2988,2988,?,?
AT1G12950/AT3G26590,AT1G12950,AT3G26590,alpha,3,3,no,no,NA,0.146109475,0.911408994,0.160311644,ORTHO000442_2,ORTHO000442_2,8570,8570,8570,B,A
AT1G12970/AT3G26500,AT1G12970,AT3G26500,alpha,3,3,yes,no,NA,0.211278294,0.966847959,0.21852277,NA,NA,NA,NA,NA,?,?
AT1G13000/AT3G26440,AT1G13000,AT3G26440,alpha,2,4,no,no,NA,0.152475961,0.838284976,0.181890366,NA,NA,NA,NA,NA,?,?
AT1G13020/AT3G26400,AT1G13020,AT3G26400,alpha,2,2,yes,yes,NA,0.115477064,0.634379862,0.182031415,ORTHO004449,ORTHO004449,838,838,838,?,?
AT1G13050/AT3G26350,AT1G13050,AT3G26350,alpha,2,2,no,no,NA,0.217540962,0.747834881,0.290894378,NA,NA,NA,NA,NA,?,?
AT1G13060/AT3G26340,AT1G13060,AT3G26340,alpha,3,3,yes,yes,NA,0.041445848,0.545525762,0.075974135,ORTHO004957,ORTHO004957,1745,1745,1745,?,?
AT1G13070/AT3G26180,AT1G13070,AT3G26180,alpha,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G13130/AT3G26140,AT1G13130,AT3G26140,alpha,0,0,no,no,NA,0.195502274,0.827273407,0.236321236,ORTHO001134,ORTHO001134,4344,4344,4344,?,?
AT1G13140/AT3G26125,AT1G13140,AT3G26125,alpha,1,1,no,no,NA,0.145028545,1.293483399,0.112122463,ORTHO001102,ORTHO001102,1456,1456,1456,B,A
AT1G13210/AT3G25610,AT1G13210,AT3G25610,alpha,2,3,yes,no,NA,0.073953355,0.785177655,0.094186779,NA,NA,NA,NA,NA,?,?
AT1G13230/AT3G25670,AT1G13230,AT3G25670,alpha,1,1,no,no,NA,0.173910178,0.693373011,0.250817634,ORTHO002448,ORTHO002448,1750,1750,1750,?,?
AT1G13260/AT3G25730,AT1G13260,AT3G25730,alpha,3,3,yes,yes,NA,0.158305996,0.711841235,0.222389471,ORTHO001861,NA,758,NA,758,?,?
AT1G13300/AT3G25790,AT1G13300,AT3G25790,alpha,3,3,no,no,NA,0.279041299,1.001579219,0.278601326,NA,NA,NA,NA,NA,?,?
AT1G13320/AT3G25800,AT1G13320,AT3G25800,alpha,2,2,yes,yes,NA,0.036908284,0.652149787,0.056594795,ORTHO001201,ORTHO001201,513,513,513,?,?
AT1G13350/AT3G25840,AT1G13350,AT3G25840,alpha,2,2,yes,yes,NA,0.230538687,0.596629309,0.38640188,ORTHO003803,ORTHO003803,2603,2603,2603,?,?
AT1G13450/AT3G25990,AT1G13450,AT3G25990,alpha,3,3,yes,no,NA,0.154519399,0.798686641,0.193466863,ORTHO004685,ORTHO004685,2027,2027,2027,B,A
AT1G13460/AT3G26030,AT1G13460,AT3G26030,alpha,2,2,yes,yes,NA,0.277447958,5.950347656,0.046627184,NA,NA,NA,NA,NA,B,?
AT1G13580/AT3G25540,AT1G13580,AT3G25540,alpha,2,2,yes,yes,NA,0.127626699,0.813815864,0.156825032,ORTHO002749,ORTHO002749,1356,1356,1356,?,?
AT1G13600/AT2G04038,AT1G13600,AT2G04038,alpha,1,1,no,no,NA,0.14283984,0.972259593,0.146915331,NA,NA,NA,NA,NA,?,?
AT1G13640/AT2G03890,AT1G13640,AT2G03890,alpha,2,2,yes,yes,NA,0.120634708,0.729023917,0.16547428,ORTHO000787,ORTHO000787,719,719,719,?,?
AT1G13880/AT2G03470,AT1G13880,AT2G03470,alpha,2,2,yes,yes,NA,0.337957906,0.95120153,0.355295797,NA,ORTHO002250,NA,1391,1391,?,?
AT1G13900/AT2G03450,AT1G13900,AT2G03450,alpha,2,2,yes,no,NA,0.168008915,0.952409933,0.176403993,ORTHO004680,ORTHO004680,6765,6765,6765,B,A
AT1G13930/AT2G03440,AT1G13930,AT2G03440,alpha,3,3,yes,no,NA,0.236359719,0.677315469,0.348965481,NA,NA,NA,NA,NA,B,A
AT1G13945/AT2G03435,AT1G13945,AT2G03435,alpha,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G13960/AT2G03340,AT1G13960,AT2G03340,alpha,2,2,yes,no,NA,0.155198347,0.776879666,0.19977141,ORTHO000988,ORTHO000988,70,70,70,?,?
AT1G14010/AT2G03290,AT1G14010,AT2G03290,alpha,3,3,yes,no,NA,0.19642164,0.912070624,0.215357928,ORTHO001554,NA,1089,NA,1089,?,?
AT1G14020/AT2G03280,AT1G14020,AT2G03280,alpha,3,3,yes,no,NA,0.09941454,0.710781149,0.139866596,ORTHO000258_2,ORTHO000258_2,482,482,482,?,?
AT1G14040/AT2G03260,AT1G14040,AT2G03260,alpha,3,3,no,no,NA,0.192798406,0.817491737,0.235841412,NA,NA,NA,NA,NA,?,?
AT1G14070/AT2G03210,AT1G14070,AT2G03210,alpha,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G14170/AT2G03110,AT1G14170,AT2G03110,alpha,3,3,yes,no,NA,0.262873234,0.219592775,1.197094185,ORTHO001794,NA,73,NA,73,?,?
AT1G14200/AT2G03000,AT1G14200,AT2G03000,alpha,3,3,yes,no,NA,2.685775187,0.421452813,6.372659304,NA,NA,NA,NA,NA,?,?
AT1G14230/AT2G02970,AT1G14230,AT2G02970,alpha,2,2,yes,yes,NA,0.215500211,0.57346666,0.375785073,ORTHO002884,ORTHO002884,3699,3699,3699,?,?
AT1G14280/AT2G02950,AT1G14280,AT2G02950,alpha,2,3,no,no,NA,0.244333847,0.748018916,0.326641267,NA,NA,NA,NA,NA,B,A
AT1G14330/AT2G02870,AT1G14330,AT2G02870,alpha,2,2,yes,yes,NA,0.119566717,1.028929218,0.116204998,ORTHO000628,ORTHO000628,3633,3633,3633,B,A
AT1G14360/AT2G02810,AT1G14360,AT2G02810,alpha,2,2,yes,yes,NA,0.07370846,0.762159568,0.096710011,ORTHO004678,ORTHO004678,1462,1462,1462,B,A
AT1G14380/AT2G02790,AT1G14380,AT2G02790,alpha,3,3,yes,no,NA,0.286125266,0.609451494,0.469479966,NA,NA,NA,NA,NA,?,?
AT1G14400/AT2G02760,AT1G14400,AT2G02760,alpha,2,2,yes,yes,NA,0.011361164,0.698099069,0.016274429,NA,ORTHO002631,NA,3666,3666,?,?
AT1G14420/AT2G02720,AT1G14420,AT2G02720,alpha,1,0,no,no,NA,0.177244109,1.140384878,0.155424815,NA,NA,NA,NA,NA,?,?
AT1G14440/AT2G02540,AT1G14440,AT2G02540,alpha,2,2,no,no,NA,0.19850244,0.727940661,0.272690414,ORTHO004053,ORTHO004053,3072,3072,3072,B,A
AT1G14450/AT2G02510,AT1G14450,AT2G02510,alpha,2,2,yes,yes,NA,0.100490204,0.631259901,0.159189906,NA,NA,NA,NA,NA,B,A
AT1G14510/AT2G02470,AT1G14510,AT2G02470,alpha,2,2,yes,yes,NA,0.079869731,0.621986433,0.128410728,ORTHO006083,ORTHO006083,6228,6228,6228,?,?
AT1G14580/AT2G02080,AT1G14580,AT2G02080,alpha,3,3,no,no,NA,0.231517738,0.71870624,0.322131247,ORTHO000781_1,ORTHO000781_1,2783,2783,2783,?,?
AT1G14630/AT2G01990,AT1G14630,AT2G01990,alpha,2,1,no,no,NA,0.256906669,0.76568447,0.335525506,NA,NA,NA,NA,NA,B,A
AT1G14670/AT2G01970,AT1G14670,AT2G01970,alpha,2,2,yes,yes,NA,0.037427445,0.654759311,0.057162143,ORTHO000479_1,ORTHO000479_1,1963,1963,1963,B,A
AT1G14685/AT2G01930,AT1G14685,AT2G01930,alpha,2,2,yes,yes,NA,0.191784619,1.124347673,0.170574123,ORTHO002399,ORTHO002399,1995,1995,1995,?,?
AT1G14690/AT2G01910,AT1G14690,AT2G01910,alpha,4,4,no,no,NA,0.119705718,0.723829747,0.16537828,NA,NA,NA,NA,NA,?,?
AT1G14860/AT2G01670,AT1G14860,AT2G01670,alpha,3,3,yes,yes,NA,0.131150329,0.810069931,0.161900009,ORTHO001129,ORTHO001129,91,91,91,?,?
AT1G14890/AT2G01610,AT1G14890,AT2G01610,alpha,3,3,yes,no,NA,0.191066191,0.797223712,0.239664461,NA,NA,NA,NA,NA,?,?
AT1G14930/AT2G01520,AT1G14930,AT2G01520,alpha,2,2,no,no,NA,0.141866353,0.886845196,0.159967437,NA,NA,NA,NA,NA,?,?
AT1G15010/AT2G01300,AT1G15010,AT2G01300,alpha,2,3,yes,yes,NA,0.240180194,0.988882045,0.242880528,ORTHO001733,ORTHO001733,3259,3259,3259,?,?
AT1G15020/AT2G01270,AT1G15020,AT2G01270,alpha,2,2,yes,yes,NA,0.136686397,0.660718876,0.206875272,ORTHO005914,ORTHO005914,2483,2483,2483,B,A
AT1G15030/AT2G01260,AT1G15030,AT2G01260,alpha,2,2,yes,yes,NA,0.230538278,0.766564452,0.300742198,NA,NA,NA,NA,NA,B,A
AT1G15050/AT2G01200,AT1G15050,AT2G01200,alpha,2,2,no,no,NA,0.411583852,0.874775461,0.470502283,NA,NA,NA,NA,NA,?,?
AT1G15100/AT2G01150,AT1G15100,AT2G01150,alpha,2,3,yes,yes,NA,0.344904772,1.110947039,0.310460139,NA,NA,NA,NA,NA,?,?
AT1G15120/AT2G01090,AT1G15120,AT2G01090,alpha,3,3,yes,yes,NA,0.162754045,0.212397242,0.766271931,ORTHO006080,NA,4077,NA,4077,?,?
AT1G15280/AT1G80000,AT1G15280,AT1G80000,alpha,2,2,no,yes,NA,0.29073118,0.651708018,0.446106496,NA,ORTHO003941,NA,2836,2836,?,?
AT1G15300/AT1G80020,AT1G15300,AT1G80020,alpha,NA,NA,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,?,?
AT1G15330/AT1G80090,AT1G15330,AT1G80090,alpha,3,3,no,no,NA,0.319994942,1.509586337,0.211975251,ORTHO009570,NA,4442,NA,4442,?,?
AT1G15380/AT1G80160,AT1G15380,AT1G80160,alpha,2,3,yes,no,NA,0.114296423,0.672739777,0.16989693,NA,ORTHO002782,NA,3368,3368,?,?
AT1G15400/AT1G80180,AT1G15400,AT1G80180,alpha,3,3,yes,yes,NA,0.176736388,0.832345885,0.212335269,ORTHO001829,ORTHO001829,3807,3807,3807,?,?
AT1G15430/AT1G80220,AT1G15430,AT1G80220,alpha,3,3,yes,no,NA,0.383191382,1.097544753,0.349135086,NA,NA,NA,NA,NA,?,?
AT1G15480/AT1G80270,AT1G15480,AT1G80270,alpha,2,2,no,no,NA,0.236021348,0.73215196,0.322366613,ORTHO001387,ORTHO001387,6723,6723,6723,?,?
AT1G15490/AT1G80280,AT1G15490,AT1G80280,alpha,3,4,no,no,NA,0.090739413,0.592890022,0.153045944,ORTHO003101,ORTHO003101,803,803,803,?,?
AT1G15500/AT1G80300,AT1G15500,AT1G80300,alpha,2,2,yes,yes,NA,0.056637633,0.613071338,0.09238343,ORTHO002296,ORTHO002296,432,432,432,?,?
AT1G15550/AT1G80340,AT1G15550,AT1G80340,alpha,2,2,no,no,NA,0.154916363,0.93068197,0.166454673,ORTHO001788,ORTHO001788,2470,2470,2470,?,?
AT1G15570/AT1G80370,AT1G15570,AT1G80370,alpha,3,3,no,no,NA,0.162077849,0.623519952,0.259940116,ORTHO001083,ORTHO001083,407,407,407,?,?
AT1G15670/AT1G80440,AT1G15670,AT1G80440,alpha,3,3,yes,no,NA,0.195263729,0.900296237,0.21688831,ORTHO002953,ORTHO002953,5362,5362,5362,B,A
AT1G15750/AT1G80490,AT1G15750,AT1G80490,alpha,2,2,yes,yes,NA,0.034810646,0.713435149,0.048793006,NA,NA,NA,NA,NA,B,A
AT1G15800/AT1G80610,AT1G15800,AT1G80610,alpha,2,3,yes,yes,NA,0.194290804,0.621959516,0.312384968,NA,NA,NA,NA,NA,?,?
